Age,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Customer ID,Has Bad Payment Record,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Weeks Since Last Offer,Homeowner,Accepted Personal Loan,Accepted Retention,Accepted Home Equity Loan,Accepted Credit Card,Annual value,Interested in Personal Loan,Interested in Retention,Interested in Home Equity Loan,Interested in Credit Card
28,0.000000,0,0.000000,0,0,28,-6,5,31135,0,3,10,"F","S",0,12,29,58,67251.000000,30,"F","F","F","F","F",500,"F","F","F","F"
21,36.000000,1,9.757333,124,1,21,28,5,30809,0,6,11,"F","S",0,7,34,57,47466.000000,47,"F","F","F","F","F",530,"F","F","F","F"
48,0.000000,1,0.000000,0,0,48,-4,0,30824,0,6,0,"M","U",19,12,27,59,24450.000000,38,"F","F","F","F","F",30,"F","F","F","F"
39,36.000000,0,0.000000,0,0,39,34,2,31268,0,5,10,"M","S",10,12,21,65,36347.000000,12,"F","F","F","F","F",200,"F","F","F","F"
48,36.000000,3,7.292333,59,1,48,33,2,31299,0,4,10,"F","M",18,8,24,66,44859.000000,27,"F","F","F","F","F",290,"F","T","F","F"
48,24.000000,0,0.000000,0,0,48,21,0,31246,0,5,5,"F","S",21,9,36,54,45621.000000,12,"F","F","F","F","F",0,"F","F","F","F"
33,36.000000,7,11.670637,204,4,33,31,7,31328,0,2,8,"M","U",5,9,13,76,62068.000000,18,"F","F","F","F","F",910,"F","F","F","F"
24,0.000000,1,0.000000,0,0,24,-6,1,31124,0,1,0,"M","S",0,10,23,66,31972.000000,5,"F","T","F","F","F",130,"T","F","F","F"
42,0.000000,1,0.000000,0,0,42,-3,0,31193,0,5,9,"M","U",11,16,39,43,75147.000000,4,"T","T","F","F","F",30,"F","T","F","F"
38,12.000000,0,0.000000,0,0,38,6,0,31207,0,4,10,"M","M",4,8,26,65,53525.000000,48,"T","F","F","F","F",0,"F","F","F","F"
31,36.000000,0,0.000000,0,0,31,24,2,31308,0,4,9,"F","S",2,18,34,46,56174.000000,38,"T","T","F","F","F",200,"F","F","F","F"
37,24.000000,0,0.000000,0,0,37,15,5,31360,0,5,7,"M","S",7,7,34,58,44337.000000,5,"F","F","F","F","T",500,"F","F","F","F"
40,36.000000,0,0.000000,0,0,40,27,1,9805,0,3,8,"F","M",9,15,22,62,43897.000000,49,"F","F","F","F","F",100,"T","F","F","T"
31,12.000000,0,0.000000,0,0,31,9,0,9878,0,3,7,"F","U",2,11,23,65,59932.000000,3,"T","F","F","F","F",0,"F","F","F","F"
44,36.000000,0,0.000000,0,0,44,28,0,10214,0,1,10,"M","S",12,13,21,64,38433.000000,2,"T","F","F","F","F",0,"F","F","F","F"
60,24.000000,0,0.000000,0,0,60,17,0,10230,0,3,9,"M","S",30,8,27,63,37103.000000,23,"F","F","F","F","F",0,"F","F","F","F"
40,12.000000,0,0.000000,0,0,40,8,0,10264,0,6,11,"M","M",6,9,28,61,40295.000000,1,"F","F","F","F","F",0,"F","T","F","F"
10,24.000000,5,12.889637,423,5,10,13,1,10298,0,5,0,"F","S",0,10,29,59,63015.000000,1,"T","F","F","F","F",250,"T","T","F","F"
31,36.000000,6,11.093303,160,3,31,33,1,10382,0,1,6,"F","S",0,10,36,52,43935.000000,49,"T","T","T","F","F",280,"F","F","T","F"
49,12.000000,0,0.000000,0,0,49,8,7,10457,0,5,0,"F","M",17,9,28,61,42567.000000,19,"T","F","F","F","F",700,"F","F","F","T"
15,48.000000,0,0.000000,0,0,15,35,2,21353,0,3,9,"M","S",0,14,53,31,54532.000000,16,"F","F","T","F","F",200,"F","F","F","T"
19,12.000000,0,0.000000,0,0,19,7,0,21446,0,4,10,"M","S",0,15,31,52,42752.000000,35,"F","F","F","F","T",0,"F","F","F","F"
62,48.000000,0,0.000000,0,0,62,37,1,21471,0,4,11,"F","M",31,13,30,56,45517.000000,36,"F","F","F","F","F",100,"F","F","F","F"
52,12.000000,0,0.000000,0,0,52,8,0,21521,0,4,8,"M","M",24,11,36,52,58579.000000,48,"F","F","F","F","F",0,"F","F","F","F"
35,48.000000,2,7.895667,129,1,35,39,5,21562,0,5,7,"F","M",7,17,25,57,44286.000000,27,"F","F","F","F","F",560,"F","F","T","F"
47,48.000000,56,33.879356,313,27,47,37,0,21653,0,5,6,"M","S",20,14,21,63,54532.000000,23,"F","F","F","F","F",1680,"F","F","F","T"
31,24.000000,2,7.762333,129,1,31,16,1,21728,0,5,11,"F","S",0,14,39,45,49921.000000,49,"T","F","F","F","F",160,"F","F","F","F"
72,36.000000,13,19.719879,520,13,72,32,1,21778,0,7,0,"M","M",42,13,40,46,55393.000000,2,"T","F","F","F","F",490,"F","F","F","T"
41,48.000000,0,0.000000,0,0,41,36,1,21839,0,6,10,"M","S",13,11,31,56,49197.000000,38,"F","T","T","F","F",100,"F","F","F","F"
57,0.000000,0,0.000000,0,0,57,-4,3,21844,0,3,6,"M","M",25,8,17,73,62320.000000,25,"T","F","F","F","F",300,"F","F","T","F"
39,36.000000,0,0.000000,0,0,39,27,1,21855,0,5,7,"M","M",11,15,39,44,44206.000000,40,"T","F","F","T","F",100,"F","F","F","F"
55,12.000000,4,9.888000,188,2,55,10,0,34818,0,6,10,"F","S",27,8,38,52,34783.000000,26,"T","F","F","F","F",120,"T","F","F","F"
22,24.000000,2,8.588000,188,2,22,16,0,34820,0,4,8,"F","S",0,7,33,58,65263.000000,41,"T","F","T","F","F",60,"F","F","F","F"
29,36.000000,16,22.672703,440,16,29,30,0,34949,0,6,11,"F","S",0,7,27,64,37502.000000,51,"F","F","F","F","F",480,"F","T","F","T"
34,24.000000,3,8.329000,129,1,34,16,0,35038,0,4,10,"M","U",3,9,43,46,58861.000000,29,"F","T","F","T","T",90,"F","T","F","F"
44,0.000000,1,0.000000,0,0,44,-3,4,34968,0,1,11,"F","M",15,17,26,56,80874.000000,41,"F","F","F","T","F",430,"F","F","F","F"
24,36.000000,0,0.000000,0,0,24,30,0,35019,0,5,11,"F","S",0,7,27,64,37502.000000,44,"F","T","F","F","T",0,"T","F","F","F"
43,24.000000,39,21.890713,458,15,43,16,0,35118,0,2,10,"F","U",12,12,22,64,69332.000000,38,"F","F","F","F","F",1170,"F","F","F","F"
36,12.000000,1,0.000000,0,0,36,0,0,34926,0,2,11,"F","S",4,12,29,57,54063.000000,17,"F","F","F","F","F",30,"F","F","F","F"
41,36.000000,0,0.000000,0,0,41,24,0,35046,0,6,9,"M","S",13,14,19,66,59681.000000,1,"T","F","T","F","F",0,"F","T","F","F"
28,12.000000,0,0.000000,0,0,28,8,2,35236,0,5,11,"M","S",0,8,32,59,79747.000000,22,"F","F","F","F","F",200,"F","T","F","F"
41,24.000000,0,0.000000,0,0,41,17,1,35304,0,1,0,"M","M",14,7,32,59,48415.000000,44,"T","F","F","T","F",100,"F","F","F","F"
21,12.000000,1,0.000000,0,0,21,0,0,35406,0,6,0,"F","S",0,7,33,58,65263.000000,26,"T","F","T","T","F",30,"F","F","F","F"
52,24.000000,0,0.000000,0,0,52,14,0,35465,0,6,8,"M","S",23,11,29,58,25785.000000,36,"F","F","F","F","T",0,"F","F","F","F"
18,36.000000,0,0.000000,0,0,18,25,0,35360,1,3,1,"F","S",0,7,33,58,65263.000000,45,"F","F","F","F","F",0,"F","F","F","F"
42,36.000000,4,12.591657,25,1,42,25,2,35402,0,4,10,"M","S",12,11,38,50,22415.000000,21,"T","F","F","F","F",320,"F","F","F","F"
26,36.000000,0,0.000000,0,0,26,30,0,35552,0,4,9,"F","U",1,9,33,57,43578.000000,46,"F","F","F","F","T",0,"F","F","F","F"
28,36.000000,6,12.632313,699,3,28,32,0,35555,0,4,10,"M","U",2,13,41,44,45107.000000,45,"F","F","F","T","F",180,"F","F","F","F"
49,0.000000,0,0.000000,0,0,49,-5,1,35606,0,4,10,"F","M",19,7,40,51,53535.000000,32,"T","F","T","F","T",100,"F","F","F","F"
48,36.000000,0,0.000000,0,0,48,31,4,35624,0,4,11,"F","U",19,16,34,49,75618.000000,27,"F","F","F","F","F",400,"F","F","F","F"
53,48.000000,0,0.000000,0,0,53,41,1,35667,0,3,9,"F","M",22,8,46,45,25176.000000,15,"F","T","F","F","F",100,"F","F","T","F"
35,36.000000,0,0.000000,0,0,35,34,1,35724,0,4,11,"M","U",6,12,64,22,49095.000000,38,"F","F","F","F","T",100,"F","F","F","F"
60,0.000000,1,0.000000,0,0,60,-2,0,35447,0,3,0,"M","S",33,12,31,55,62947.000000,36,"T","F","T","T","F",30,"F","F","F","F"
14,12.000000,0,0.000000,0,0,14,10,2,35577,0,6,8,"F","S",0,9,65,25,46236.000000,42,"F","F","F","F","F",200,"F","F","F","F"
21,24.000000,2,8.445667,279,1,21,15,1,35935,0,6,9,"F","S",0,6,38,55,53769.000000,38,"T","F","F","F","F",160,"F","F","F","F"
46,24.000000,0,0.000000,0,0,46,23,2,35960,0,3,8,"M","M",17,10,24,64,67397.000000,49,"T","F","F","T","F",200,"F","T","F","F"
48,12.000000,5,11.929657,63,3,48,9,2,35636,0,6,10,"F","M",22,10,21,68,59227.000000,46,"T","F","F","F","F",350,"F","F","F","F"
26,36.000000,3,11.525990,126,2,26,24,3,36001,0,3,11,"M","S",0,19,16,64,40494.000000,18,"F","F","F","F","F",390,"F","F","F","T"
23,12.000000,0,0.000000,0,0,23,9,0,36144,0,1,11,"F","S",0,7,33,58,65263.000000,2,"F","F","F","F","F",0,"F","T","F","F"
16,36.000000,23,18.391743,459,11,16,33,0,35928,0,4,11,"F","S",0,7,43,49,67905.000000,27,"F","F","T","F","F",690,"F","F","F","F"
40,12.000000,0,0.000000,0,0,40,9,0,35995,0,6,7,"F","S",10,11,43,45,56824.000000,18,"T","F","F","F","F",0,"F","F","T","F"
28,12.000000,4,9.525657,159,2,28,6,3,35823,0,5,0,"F","S",0,10,28,60,56069.000000,42,"F","F","T","F","F",420,"F","F","F","F"
23,24.000000,0,0.000000,0,0,23,21,2,36476,0,4,10,"M","S",0,8,32,59,79747.000000,21,"F","F","F","F","F",200,"F","F","F","F"
41,24.000000,0,0.000000,0,0,41,14,0,36046,0,3,10,"F","U",11,13,33,52,46755.000000,6,"T","F","F","F","F",0,"F","T","F","F"
26,48.000000,0,0.000000,0,0,26,36,0,36196,0,6,10,"M","S",0,4,30,64,40287.000000,5,"F","F","F","F","T",0,"F","F","F","F"
39,24.000000,3,10.742323,209,2,39,13,1,36256,0,4,10,"F","M",12,9,29,61,62091.000000,16,"T","F","F","F","F",190,"F","F","F","F"
34,24.000000,3,12.194667,128,2,34,11,0,36560,0,3,10,"M","U",4,10,20,69,65343.000000,25,"F","F","F","F","F",90,"F","F","F","F"
43,0.000000,1,0.000000,0,0,43,-1,1,36431,0,3,9,"M","M",13,9,38,51,38650.000000,23,"F","F","F","F","F",130,"F","F","F","F"
37,36.000000,0,0.000000,0,0,37,34,0,36497,0,2,7,"F","S",7,4,36,58,55328.000000,25,"T","F","F","T","F",0,"F","F","F","F"
32,48.000000,0,0.000000,0,0,32,39,1,36407,0,3,10,"F","U",9,11,31,56,52239.000000,15,"T","F","T","F","F",100,"F","F","F","T"
33,36.000000,0,0.000000,0,0,33,35,1,36421,0,1,9,"F","S",5,9,42,47,65852.000000,18,"F","F","F","F","T",100,"F","F","T","F"
42,24.000000,0,0.000000,0,0,42,15,0,36581,0,1,8,"M","M",12,17,25,56,60979.000000,22,"F","F","F","F","F",0,"F","F","F","F"
42,36.000000,0,0.000000,0,0,42,32,0,36640,0,6,10,"M","S",9,14,34,50,57317.000000,44,"T","F","T","F","T",0,"F","F","F","F"
27,24.000000,1,10.415667,49,1,27,17,2,36706,0,4,11,"F","S",0,9,47,42,56084.000000,5,"T","F","F","F","F",230,"T","F","F","F"
40,24.000000,0,0.000000,0,0,40,17,0,36755,0,1,11,"M","M",9,9,17,73,34229.000000,49,"F","F","F","F","F",0,"F","F","F","F"
45,36.000000,0,0.000000,0,0,45,30,0,18150,0,2,9,"M","S",18,9,39,51,36431.000000,51,"F","F","F","F","F",0,"F","F","F","F"
36,24.000000,0,0.000000,0,0,36,23,1,18452,0,5,10,"M","U",7,13,34,52,54575.000000,41,"F","F","F","T","F",100,"F","F","F","F"
34,12.000000,2,0.000000,0,0,34,0,0,18468,0,5,10,"M","S",7,13,18,67,56482.000000,16,"F","F","F","T","F",60,"F","F","F","F"
54,0.000000,0,0.000000,0,0,54,-5,2,18552,0,6,9,"M","M",26,13,32,53,67867.000000,28,"F","F","F","F","F",200,"T","F","F","F"
55,12.000000,0,0.000000,0,0,55,5,0,18636,0,2,9,"M","S",30,8,27,63,37103.000000,18,"F","T","F","F","F",0,"F","T","F","T"
36,24.000000,0,0.000000,0,0,36,18,1,18956,0,1,10,"M","M",6,12,38,49,65732.000000,3,"T","F","F","F","F",100,"T","F","F","F"
39,12.000000,0,0.000000,0,0,39,5,0,19038,0,4,10,"M","U",4,10,20,69,65343.000000,5,"F","F","F","F","F",0,"F","F","F","F"
36,36.000000,0,0.000000,0,0,36,28,0,19188,0,2,10,"M","S",5,7,39,52,55425.000000,5,"F","F","T","F","F",0,"F","F","F","F"
22,12.000000,5,7.815667,149,1,22,8,1,19220,0,6,11,"M","S",0,14,32,53,63861.000000,37,"F","F","F","F","F",250,"F","F","F","F"
37,24.000000,0,0.000000,0,0,37,15,2,19256,0,3,8,"F","U",11,10,35,54,33115.000000,49,"T","F","F","F","F",200,"F","F","F","F"
62,12.000000,0,0.000000,0,0,62,5,0,20015,0,7,9,"F","U",33,11,14,73,52907.000000,6,"T","F","F","F","T",0,"F","F","F","T"
35,0.000000,0,0.000000,0,0,35,-4,0,24179,0,5,9,"F","S",3,9,31,59,36982.000000,38,"F","F","F","F","F",0,"T","F","F","F"
59,36.000000,0,0.000000,0,0,59,35,1,26216,0,6,11,"F","S",31,8,32,58,46235.000000,23,"T","F","F","F","F",100,"F","F","F","F"
51,0.000000,0,0.000000,0,0,51,-3,1,24366,0,7,11,"M","U",25,22,49,27,43990.000000,47,"F","F","F","F","F",100,"F","F","T","F"
28,0.000000,0,0.000000,0,0,28,-5,2,24398,0,6,10,"F","S",2,18,34,46,56174.000000,24,"T","F","F","F","F",200,"F","F","F","T"
31,24.000000,3,8.657323,124,2,31,21,1,26493,0,6,9,"M","U",1,10,27,61,60244.000000,15,"F","F","F","F","F",190,"F","F","T","T"
47,24.000000,4,9.640647,174,3,47,19,3,37298,0,2,8,"F","S",20,12,34,52,69063.000000,11,"T","F","F","F","F",420,"F","F","F","F"
32,12.000000,0,0.000000,0,0,32,0,6,37387,0,3,9,"M","S",0,15,46,37,53115.000000,3,"F","T","F","F","F",600,"F","F","F","F"
44,24.000000,0,0.000000,0,0,44,23,0,24647,0,2,10,"M","M",15,7,41,50,68536.000000,45,"F","T","T","F","F",0,"F","F","F","T"
39,24.000000,0,0.000000,0,0,39,19,1,37546,0,5,8,"F","U",12,11,33,54,38183.000000,23,"F","F","T","F","F",100,"F","F","T","F"
33,36.000000,3,11.948657,182,2,33,35,1,37664,0,6,6,"F","U",3,3,28,67,34557.000000,37,"F","F","F","F","F",190,"F","F","T","F"
24,0.000000,0,0.000000,0,0,24,-4,0,37832,0,2,6,"M","S",0,4,30,64,40287.000000,32,"F","F","F","F","F",0,"F","F","F","F"
52,36.000000,4,11.094970,95,3,52,25,2,38048,0,3,9,"M","M",24,4,36,58,50062.000000,8,"F","T","F","F","F",320,"F","F","F","F"
37,24.000000,4,11.181323,148,3,37,11,4,38107,0,1,9,"M","U",9,10,45,43,50636.000000,28,"F","F","F","F","F",520,"F","F","F","F"
29,24.000000,0,0.000000,0,0,29,18,1,25017,0,3,8,"F","S",0,14,39,45,49921.000000,44,"F","F","F","F","F",100,"F","F","F","F"
44,24.000000,5,12.693980,294,3,44,20,2,25033,0,4,10,"F","S",15,10,42,46,59364.000000,1,"F","F","F","F","F",350,"F","F","F","F"
34,12.000000,6,8.492333,759,1,34,6,1,25067,0,1,5,"M","U",2,5,26,68,65971.000000,23,"F","F","F","F","F",280,"F","F","F","F"
82,48.000000,0,0.000000,0,0,82,40,2,25216,0,3,9,"M","M",57,6,29,64,68995.000000,47,"F","F","F","F","F",200,"F","F","F","F"
39,12.000000,3,7.449000,149,1,39,8,3,25336,0,2,11,"F","M",12,12,24,63,75090.000000,21,"F","F","F","F","F",390,"F","F","F","F"
38,24.000000,0,0.000000,0,0,38,12,0,25436,0,5,9,"F","S",10,11,43,45,56824.000000,40,"T","F","F","F","F",0,"F","F","F","F"
51,24.000000,0,0.000000,0,0,51,18,1,25553,0,5,9,"M","S",24,9,30,59,42359.000000,15,"F","T","F","F","F",100,"F","F","F","F"
47,12.000000,0,0.000000,0,0,47,6,1,25568,0,4,10,"M","M",17,10,22,66,45078.000000,26,"T","F","F","F","F",100,"F","F","F","F"
25,36.000000,2,8.836657,70,1,25,29,4,38382,0,5,11,"M","S",0,15,34,50,26710.000000,46,"F","F","F","F","F",460,"F","F","F","F"
40,36.000000,2,7.665667,199,1,40,28,1,25717,0,2,7,"M","M",11,15,39,44,44206.000000,7,"F","F","F","F","F",160,"F","F","F","F"
38,36.000000,0,0.000000,0,0,38,28,2,25936,0,5,9,"M","U",10,9,36,54,63958.000000,30,"F","F","F","F","F",200,"F","F","F","T"
30,24.000000,0,0.000000,0,0,30,17,1,26085,0,2,8,"F","S",0,6,25,67,39207.000000,26,"T","T","F","F","F",100,"F","F","F","F"
63,36.000000,38,28.398279,199,22,63,30,2,15435,0,5,0,"M","U",34,9,32,58,57049.000000,22,"T","F","F","F","T",1340,"F","T","F","F"
39,36.000000,0,0.000000,0,0,39,27,4,15487,0,1,9,"M","U",9,10,45,43,50636.000000,9,"F","F","F","T","F",400,"F","F","F","F"
27,24.000000,0,0.000000,0,0,27,15,0,15655,0,6,9,"M","S",0,18,18,63,52174.000000,18,"T","F","F","F","F",0,"F","F","F","F"
42,0.000000,0,0.000000,0,0,42,-4,0,15894,0,5,9,"M","M",12,17,25,56,60979.000000,41,"T","F","F","T","F",0,"F","F","F","F"
43,36.000000,0,0.000000,0,0,43,32,1,26942,0,6,9,"F","S",12,14,28,56,45887.000000,47,"F","F","T","F","F",100,"F","F","F","F"
41,36.000000,0,0.000000,0,0,41,23,0,26983,0,3,7,"F","U",9,19,41,39,42868.000000,47,"T","F","F","F","F",0,"F","F","F","F"
19,0.000000,1,0.000000,0,0,19,-3,0,27076,0,4,0,"M","S",0,15,31,52,42752.000000,1,"T","F","T","F","F",30,"F","F","F","F"
43,24.000000,0,0.000000,0,0,43,19,2,27183,0,2,11,"F","M",12,13,29,56,54949.000000,20,"F","T","F","F","F",200,"F","F","F","F"
38,12.000000,0,0.000000,0,0,38,9,1,27208,0,5,9,"F","U",10,11,40,47,57860.000000,24,"T","T","F","F","F",100,"F","F","F","F"
32,36.000000,4,9.348000,248,2,32,23,4,27262,0,6,8,"M","M",4,15,34,49,49274.000000,20,"F","F","F","F","F",520,"F","F","F","F"
25,12.000000,0,0.000000,0,0,25,9,1,4148,0,2,10,"F","S",0,11,18,69,43220.000000,44,"F","T","F","F","F",100,"F","T","F","F"
41,36.000000,6,12.460990,461,5,41,33,1,38791,0,4,0,"F","M",12,9,29,61,62091.000000,9,"T","F","F","F","F",280,"F","F","F","F"
44,24.000000,0,0.000000,0,0,44,15,0,31493,0,3,11,"F","S",16,8,42,48,60017.000000,17,"F","F","F","F","F",0,"F","F","F","F"
39,48.000000,0,0.000000,0,0,39,36,1,31544,0,6,0,"M","M",11,15,39,44,44206.000000,41,"F","F","F","T","F",100,"F","F","T","F"
47,24.000000,25,27.895653,663,21,47,20,2,31500,0,2,5,"F","M",15,10,43,45,55197.000000,37,"T","F","F","F","F",950,"F","F","F","F"
46,48.000000,0,0.000000,0,0,46,40,1,31502,0,5,0,"F","S",11,11,37,50,36149.000000,20,"F","F","F","F","F",100,"F","F","F","F"
33,24.000000,6,10.903263,70,3,33,14,1,31601,0,6,7,"M","U",3,9,24,65,55998.000000,28,"F","F","F","T","F",280,"F","F","F","F"
61,0.000000,0,0.000000,0,0,61,-6,0,31616,0,3,10,"F","U",29,10,25,63,42949.000000,7,"F","F","F","F","F",0,"F","T","F","F"
47,0.000000,0,0.000000,0,0,47,-3,1,31596,0,6,11,"F","M",20,9,19,70,43542.000000,9,"F","F","F","F","F",100,"F","F","F","F"
56,0.000000,0,0.000000,0,0,56,-6,4,31707,0,7,8,"M","M",26,20,23,56,41102.000000,4,"F","F","F","F","F",400,"F","F","F","F"
30,24.000000,1,7.815667,349,1,30,14,0,31843,0,5,10,"F","S",0,7,27,64,37502.000000,9,"F","F","F","F","F",30,"F","F","F","F"
27,36.000000,0,0.000000,0,0,27,25,4,42512,0,1,1,"F","S",0,16,32,50,50159.000000,7,"F","F","F","F","F",400,"F","F","F","F"
39,12.000000,0,0.000000,0,0,39,8,0,42541,0,1,9,"M","M",12,17,25,56,60979.000000,49,"F","F","F","F","F",0,"F","T","F","F"
43,36.000000,0,0.000000,0,0,43,28,1,42703,0,3,9,"M","U",17,17,36,46,51926.000000,1,"F","F","F","F","F",100,"F","T","F","F"
40,36.000000,3,8.363313,130,2,40,25,1,42907,0,6,11,"M","M",13,9,38,51,38650.000000,13,"F","F","F","F","T",190,"F","F","F","F"
44,0.000000,0,0.000000,0,0,44,-4,0,42976,0,4,9,"M","U",14,11,43,45,48564.000000,23,"F","F","F","F","T",0,"F","F","F","F"
25,12.000000,0,0.000000,0,0,25,0,0,42803,0,1,7,"F","S",0,7,43,49,67905.000000,52,"T","F","F","F","F",0,"F","T","F","F"
31,0.000000,0,0.000000,0,0,31,-6,1,42864,0,1,11,"F","M",4,8,40,51,52002.000000,36,"F","T","F","F","T",100,"F","F","F","F"
33,12.000000,0,0.000000,0,0,33,6,0,42951,0,5,7,"F","S",0,7,33,58,65263.000000,11,"T","F","F","F","F",0,"F","T","T","T"
39,12.000000,0,0.000000,0,0,39,10,0,43048,0,4,0,"M","U",11,16,39,43,75147.000000,25,"F","F","F","F","F",0,"F","F","F","F"
37,36.000000,0,0.000000,0,0,37,24,1,43062,0,4,0,"M","S",6,7,35,57,47171.000000,20,"T","F","F","T","F",100,"F","F","F","F"
40,24.000000,3,11.322323,89,2,40,16,1,43121,0,1,9,"F","S",9,8,34,57,51244.000000,11,"T","T","F","F","F",190,"F","F","T","F"
66,24.000000,0,0.000000,0,0,66,13,1,43246,0,6,11,"M","U",36,20,26,53,60629.000000,47,"F","F","F","F","F",100,"F","F","F","T"
45,48.000000,0,0.000000,0,0,45,37,0,43269,0,3,0,"F","U",16,8,38,52,47326.000000,34,"T","F","F","F","F",0,"F","F","F","F"
45,12.000000,4,11.751323,118,3,45,6,0,43118,0,4,9,"M","U",14,11,43,45,48564.000000,11,"F","F","F","F","F",120,"F","F","F","F"
36,36.000000,0,0.000000,0,0,36,24,0,43360,0,6,9,"F","S",3,9,31,59,36982.000000,39,"F","F","F","F","F",0,"F","F","F","F"
24,36.000000,18,20.724007,558,14,24,25,0,43383,0,4,7,"M","S",0,15,31,52,42752.000000,15,"T","F","F","T","F",540,"F","F","F","F"
50,36.000000,6,9.692803,60,3,50,35,2,43416,0,5,11,"F","M",21,13,25,60,43036.000000,47,"F","F","F","F","F",380,"F","F","T","F"
36,36.000000,0,0.000000,0,0,36,26,1,43549,0,4,10,"F","U",2,9,19,71,50752.000000,31,"F","F","T","T","T",100,"F","F","F","F"
34,0.000000,9,0.000000,0,0,34,-2,0,43353,0,1,11,"M","S",5,7,39,52,55425.000000,27,"T","F","F","F","F",270,"F","F","F","F"
42,12.000000,0,0.000000,0,0,42,0,0,43412,0,6,8,"F","S",13,11,27,61,54716.000000,41,"F","F","F","F","F",0,"F","F","T","F"
41,36.000000,1,9.089000,89,1,41,26,5,43453,0,6,10,"M","S",10,15,37,47,33741.000000,45,"F","F","F","F","F",530,"F","F","F","F"
38,24.000000,0,0.000000,0,0,38,22,1,43724,0,1,9,"F","U",14,6,36,57,59099.000000,18,"F","F","F","T","F",100,"F","F","F","F"
43,36.000000,0,0.000000,0,0,43,23,3,43768,0,1,0,"M","U",13,11,35,53,56146.000000,13,"F","F","F","F","F",300,"F","F","F","F"
28,24.000000,3,12.488990,189,2,28,20,1,43573,0,2,11,"F","S",0,14,39,45,49921.000000,33,"F","F","F","T","F",190,"F","F","F","T"
30,48.000000,0,0.000000,0,0,30,40,1,43648,0,4,8,"F","S",0,10,36,52,43935.000000,33,"F","T","T","F","F",100,"F","T","F","F"
44,36.000000,0,0.000000,0,0,44,27,5,43698,0,6,8,"F","S",15,12,51,36,49729.000000,12,"F","F","F","F","F",500,"F","F","F","F"
61,0.000000,6,0.000000,0,0,61,-1,1,43808,0,2,0,"M","S",34,16,32,50,47294.000000,43,"T","F","F","F","F",280,"F","F","F","F"
60,12.000000,2,8.400313,67,2,60,9,0,43827,0,2,8,"F","U",30,12,36,51,42810.000000,18,"T","F","F","F","T",60,"F","F","F","T"
62,48.000000,0,0.000000,0,0,62,35,4,43841,0,7,11,"F","U",32,12,43,43,45944.000000,2,"F","F","F","F","F",400,"F","F","F","F"
24,0.000000,0,0.000000,0,0,24,-2,3,43893,0,5,11,"F","S",0,10,28,60,56069.000000,13,"F","T","F","F","F",300,"F","F","F","F"
18,12.000000,0,0.000000,0,0,18,9,1,43944,0,1,10,"M","S",0,16,26,56,54243.000000,51,"F","F","F","F","F",100,"F","F","F","F"
26,0.000000,9,0.000000,0,0,26,-2,2,43737,0,1,8,"M","S",0,14,29,55,69766.000000,30,"F","F","F","F","F",470,"F","F","F","F"
51,0.000000,0,0.000000,0,0,51,-5,1,4541,0,4,11,"M","U",19,13,26,59,52733.000000,41,"F","F","F","F","F",100,"F","F","F","F"
39,0.000000,0,0.000000,0,0,39,-6,0,4571,0,3,10,"F","S",9,12,41,45,37443.000000,20,"F","F","F","F","F",0,"F","F","F","F"
18,24.000000,2,10.868323,35,1,18,18,0,4605,0,6,10,"M","S",0,18,18,63,52174.000000,42,"F","T","F","F","F",60,"F","T","F","F"
46,24.000000,0,0.000000,0,0,46,18,1,4675,0,4,10,"F","U",16,9,27,62,61352.000000,13,"F","F","T","F","F",100,"F","T","F","F"
56,24.000000,0,0.000000,0,0,56,20,0,4816,0,4,0,"M","S",26,8,31,59,33597.000000,18,"F","F","F","F","T",0,"F","F","F","T"
38,12.000000,0,0.000000,0,0,38,5,1,4855,0,1,10,"F","M",8,9,20,69,54304.000000,34,"F","F","F","F","F",100,"F","F","F","F"
33,24.000000,0,0.000000,0,0,33,20,1,31913,0,1,7,"M","S",1,7,26,65,52075.000000,9,"T","F","T","F","F",100,"F","F","F","F"
41,36.000000,3,13.130667,64,1,41,25,0,31972,0,6,11,"M","S",14,15,45,39,28742.000000,50,"F","F","F","F","F",90,"F","F","F","F"
29,24.000000,22,18.343910,544,11,29,17,1,32013,0,4,11,"M","S",0,21,35,43,50285.000000,3,"F","F","F","F","F",760,"T","F","F","F"
31,12.000000,0,0.000000,0,0,31,9,2,22096,0,1,8,"F","S",0,17,33,49,32093.000000,44,"F","F","T","F","F",200,"T","F","F","F"
32,24.000000,0,0.000000,0,0,32,23,1,44060,0,2,10,"M","M",1,8,25,66,35879.000000,32,"F","F","F","F","T",100,"F","T","F","F"
53,24.000000,14,20.830538,664,14,53,17,1,43971,0,3,11,"F","M",25,11,18,70,60252.000000,43,"F","F","F","F","F",520,"F","F","F","F"
13,12.000000,0,0.000000,0,0,13,10,1,36832,0,5,0,"M","S",0,14,32,53,49255.000000,28,"F","F","F","F","T",100,"F","F","F","F"
